Date,Open,Close,High,Low,Volume
2018-01-11 20:00:00,13383.0,13253.0,13600.0,12860.0,10439.56621835
2018-01-12 00:00:00,13254.0,13633.0,13713.0,12751.0,7613.41824894
2018-01-12 04:00:00,13632.0,13626.0,13800.0,13390.0,6154.86515729
2018-01-12 08:00:00,13626.0,13941.0,14100.0,13316.0,8329.50691923
2018-01-12 12:00:00,13939.0,13586.0,14081.0,13562.0,6606.06105075
2018-01-12 16:00:00,13586.0,13739.0,13832.0,13370.0,4504.38950038
2018-01-12 20:00:00,13741.0,13794.0,13963.02106352,13533.0,4215.43258926
2018-01-13 00:00:00,13790.0,14134.0,14291.0,13750.0,6195.40008612
2018-01-13 04:00:00,14132.0,14339.0,14388.0,14010.37391756,4375.1341676600005
2018-01-13 08:00:00,14338.0,14282.0,14351.0,14017.0,4007.56640641
2018-01-13 12:00:00,14283.0,14256.0,14580.0,14114.0,7254.3587004
2018-01-13 16:00:00,14257.0,14100.0,14398.0,14010.0,4120.53320404
2018-01-13 20:00:00,14100.0,14190.0,14378.0,14033.0,3053.1995885
2018-01-14 00:00:00,14191.0,14219.0,14393.0,14153.0,2763.09806424
2018-01-14 04:00:00,14224.0,13705.0,14261.0,13547.0,5852.89431575
2018-01-14 08:00:00,13712.0,13471.0,13804.0,13305.0,5012.61668793
2018-01-14 12:00:00,13470.0,13084.0,13557.0,12874.34212454,9823.63053003
2018-01-14 16:00:00,13084.0,13270.0,13620.0,12946.0,5812.38850864
2018-01-14 20:00:00,13270.0,13558.0,13699.0,13251.0,6337.40496507
2018-01-15 00:00:00,13554.0,13456.0,13763.0,13300.0,4420.1395951
2018-01-15 04:00:00,13455.0,13598.0,13827.0,13455.0,4071.56898739
2018-01-15 08:00:00,13598.0,13779.0,13862.0,13547.0,5873.08100389
2018-01-15 12:00:00,13779.0,14080.0,14356.0,13656.0,8592.38778596
2018-01-15 16:00:00,14080.0,13861.0,14183.27514082,13751.0,4596.81147311
2018-01-15 20:00:00,13862.0,13600.0,13944.0,13413.0,5953.5551872
2018-01-16 00:00:00,13608.0,12894.78556304,13617.0,12647.0,17325.42799883
2018-01-16 04:00:00,12894.78556304,12422.0,13212.0,12353.0,8907.13318027
2018-01-16 08:00:00,12425.0,12046.0,12590.0,10891.0,34943.0281194
2018-01-16 12:00:00,12048.0,11980.0,12084.0,11325.0,16738.826670720002
2018-01-16 16:00:00,11980.0,11275.0,11999.0,10779.0,23057.09883089
2018-01-16 20:00:00,11275.0,11065.0,11460.0,9940.0,30861.368331910002
2018-01-17 00:00:00,11065.0,10667.0,11497.0,10200.0,19153.64119971
2018-01-17 04:00:00,10667.0,10877.01340786,11244.0,10317.0,13165.2653183
2018-01-17 08:00:00,10877.01340786,9898.55750954,10889.0,9633.0,26530.65519807
2018-01-17 12:00:00,9898.0,9506.3,10479.0,9231.1,27540.14674129
2018-01-17 16:00:00,9512.0,10483.0,10643.0,9493.0,21091.21733244
2018-01-17 20:00:00,10480.0,11108.0,11450.0,10351.0,24765.89071453
2018-01-18 00:00:00,11113.0,11214.0,11670.0,10775.0,19111.388632270002
2018-01-18 04:00:00,11217.0,10540.0,11456.0,10515.0,12891.01932082
2018-01-18 08:00:00,10539.0,11462.0,11608.0,10515.0,11873.27220466
2018-01-18 12:00:00,11463.0,11766.0,11904.0,11346.0,16975.34099672
2018-01-18 16:00:00,11765.0,11641.0,11766.0,11111.0,11703.25028653
2018-01-18 20:00:00,11641.0,11030.0,11849.0,10805.0,12650.75309648
2018-01-19 00:00:00,11031.0,10908.0,11399.0,10647.0,10228.42999503
2018-01-19 04:00:00,10907.0,11052.0,11400.0,10762.0,6900.80436279
2018-01-19 08:00:00,11052.0,11569.0,11733.0,10912.0,10110.81170688
2018-01-19 12:00:00,11569.0,11466.0,11900.0,11348.0,7548.38193607
2018-01-19 16:00:00,11467.0,11200.0,11650.0,11011.81445337,8544.64992421
2018-01-19 20:00:00,11199.0,11476.0,11498.35493349,11105.0,5215.48606057
2018-01-20 00:00:00,11476.0,11701.0,11805.0,11407.0,5417.28974894
2018-01-20 04:00:00,11700.0,12603.0,12746.0,11534.0,14548.98626835
2018-01-20 08:00:00,12603.0,12295.0,12749.0,12271.0,7119.88269797
2018-01-20 12:00:00,12297.0,12515.0,12699.0,12251.0,5412.99210979
2018-01-20 16:00:00,12520.0,12736.0,13017.0,12517.0,10019.67717579
2018-01-20 20:00:00,12738.0,12732.0,12950.0,12583.0,3785.23853543
2018-01-21 00:00:00,12731.0,12464.0,12732.0,12307.0,6501.30250224
2018-01-21 04:00:00,12461.0,11921.0,12488.0,11663.0,12548.19421205
2018-01-21 08:00:00,11922.0,12119.0,12119.0,11621.0,7267.55809375
2018-01-21 12:00:00,12119.0,11448.0,12223.0,11411.39231217,8355.90179039
2018-01-21 16:00:00,11449.0,11442.0,11593.0,11155.0,10649.2008873
2018-01-21 20:00:00,11441.0,11514.0,11514.0,11015.0,8302.53120487
2018-01-22 00:00:00,11513.0,11488.68501529,11717.0,11222.0,6394.17852928
2018-01-22 04:00:00,11490.0,11750.0,11800.0,11355.0,6961.2185444
2018-01-22 08:00:00,11750.0,11273.0,11900.0,11272.0,6094.9860686
2018-01-22 12:00:00,11272.0,10375.0,11352.0,10176.0,18991.70695725
2018-01-22 16:00:00,10375.0,10568.0,10725.0,10306.0,10614.00027392
2018-01-22 20:00:00,10567.0,10779.0,10900.0,10009.0,17297.62737773
2018-01-23 00:00:00,10779.0,10852.0,10987.0,10611.0,7581.43882283
2018-01-23 04:00:00,10852.0,10264.0,10944.0,10131.0,9070.6226247
2018-01-23 08:00:00,10264.0,10150.0,10729.0,9900.0,12952.53309902
2018-01-23 12:00:00,10151.0,10752.0,10794.0,10013.0,11496.89683492
2018-01-23 16:00:00,10745.0,11013.0,11427.0,10740.0,13304.87476806
2018-01-23 20:00:00,11013.0,10811.0,11227.0,10746.0,9445.56163168
2018-01-24 00:00:00,10812.0,10810.0,10906.0,10518.33321843,8359.75048291
2018-01-24 04:00:00,10809.0,10936.0,11090.0,10430.0,6226.87312622
2018-01-24 08:00:00,10936.0,11045.0,11194.0,10761.0,6206.71173654
2018-01-24 12:00:00,11045.0,11075.0,11557.88958366,10970.0,11593.09000063
2018-01-24 16:00:00,11078.0,11202.0,11243.0,10858.0,6892.88698932
2018-01-24 20:00:00,11201.0,11394.4117432,11427.87732756,11064.0,4577.70856033
2018-01-25 00:00:00,11394.4117432,11633.0,11734.0,11256.0,8552.86929199
2018-01-25 04:00:00,11632.0,11403.0,11637.0,11352.0,4420.04801607
2018-01-25 08:00:00,11403.0,11171.0,11448.0,11130.0,4541.83538995
2018-01-25 12:00:00,11171.0,10978.0,11284.0,10902.0,5590.11794833
2018-01-25 16:00:00,10978.0,11229.0,11283.0,10845.0,7327.80594588
2018-01-25 20:00:00,11226.0,11147.0,11385.0,11068.0,3979.76194922
2018-01-26 00:00:00,11147.0,11529.0,11700.0,11126.0,5871.56168512
2018-01-26 04:00:00,11530.0,11018.0,11564.0,11009.0,5428.55819884
2018-01-26 08:00:00,11018.0,10485.0,11033.0,10276.0,21187.29155812
2018-01-26 12:00:00,10490.0,11026.0,11033.0,10365.0,12337.59798193
2018-01-26 16:00:00,11025.0,10903.0,11229.0,10847.0,7513.81278613
2018-01-26 20:00:00,10903.0,11070.0,11164.0,10751.0,4408.18340337
2018-01-27 00:00:00,11069.0,10995.0,11250.0,10863.0,4030.76602641
2018-01-27 04:00:00,10997.0,11219.0,11444.0,10986.0,7558.709307
2018-01-27 08:00:00,11219.0,10944.0,11369.0,10800.0,5577.83396635
2018-01-27 12:00:00,10940.0,11504.0,11534.0,10889.0,7547.05143008
2018-01-27 16:00:00,11504.0,11517.0,11588.0,11390.0,5199.60366818
2018-01-27 20:00:00,11518.0,11458.0,11689.0,11354.0,4486.33606337
2018-01-28 00:00:00,11458.0,11525.0,11632.0,11390.0,3308.11297341
2018-01-28 04:00:00,11526.0,11946.0,12190.0,11526.0,8696.08288086
2018-01-28 08:00:00,11946.0,11974.0,12035.0,11803.0,4754.05451143
2018-01-28 12:00:00,11977.0,11751.0,12050.0,11664.0,6325.39861681
2018-01-28 16:00:00,11751.0,11876.0,11876.88314788,11710.0,3683.09866103
2018-01-28 20:00:00,11871.0,11828.0,11940.0,11795.0,2855.87685774
2018-01-29 00:00:00,11835.0,11546.0,11975.0,11411.0,6937.21922403
2018-01-29 04:00:00,11547.0,11293.0,11670.0,11256.0,4016.26966337
2018-01-29 08:00:00,11293.0,11237.0,11472.0,11073.33958175,4170.57748927
2018-01-29 12:00:00,11237.0,11402.0,11427.0,11187.0,2620.5252422500002
2018-01-29 16:00:00,11401.12370948,11225.0,11450.0,11201.0,3633.14149401
2018-01-29 20:00:00,11225.0,11217.81768538,11346.0,11070.0,4270.56523971
2018-01-30 00:00:00,11217.81768538,10955.0,11250.0,10775.0,7778.91438427
2018-01-30 04:00:00,10957.0,11074.0,11100.0,10901.0,3616.27237619
2018-01-30 08:00:00,11074.81623399,11005.0,11150.0,10852.0,4609.383628
2018-01-30 12:00:00,11005.0,10313.0,11050.0,10225.0,15583.49210334
2018-01-30 16:00:00,10313.0,10333.0,10480.0,9860.4,20783.12485747
2018-01-30 20:00:00,10333.0,10171.0,10544.0,10000.0,8914.77253197
2018-01-31 00:00:00,10171.0,9998.0,10249.0,9760.0,14968.82562016
2018-01-31 04:00:00,9997.9,10264.0,10286.0,9776.4,6979.17535297
2018-01-31 08:00:00,10264.0,10285.0,10379.0,10012.0,5422.86532708
2018-01-31 12:00:00,10287.0,10017.4900636,10414.0,9907.0,7449.45601218
2018-01-31 16:00:00,10017.4900636,10065.0,10160.0,9842.0,4992.87289772
2018-01-31 20:00:00,10066.95598264,10270.0,10316.0,10031.0,3418.897883
2018-02-01 00:00:00,10267.0,10021.0,10336.0,9970.0,4545.8226947
2018-02-01 04:00:00,10020.0,10110.0,10300.0,9990.0,6247.32354556
2018-02-01 08:00:00,10110.0,9570.4,10111.0,9512.0,16179.23052508
2018-02-01 12:00:00,9571.0,9320.2,9717.0,9250.0,19766.97926135
2018-02-01 16:00:00,9321.0,9013.0,9325.9,8992.0,17588.40127629
2018-02-01 20:00:00,9013.1,9181.1,9498.0,8941.0,14450.06646007
2018-02-02 00:00:00,9181.0,8872.7,9213.0,8775.0,16541.18592058
2018-02-02 04:00:00,8873.1,8683.4,8933.0,8431.0,19435.48072074
2018-02-02 08:00:00,8684.8,8280.0,8700.0,8210.1,25191.94947525
2018-02-02 12:00:00,8279.2,9050.0,9050.0,7960.0,41153.51028926
2018-02-02 16:00:00,9049.9,8664.9,9189.0,8510.0,13079.1749789
2018-02-02 20:00:00,8664.9,8890.9,8962.0,8530.1,7940.22778257
2018-02-03 00:00:00,8890.0,8338.1,8923.9,8180.0,10310.63108283
2018-02-03 04:00:00,8338.2,8706.0,8799.0,8192.0,7865.47231164
2018-02-03 08:00:00,8705.0,9105.5,9150.0,8608.0,8225.26654141
2018-02-03 12:00:00,9105.5,9215.0,9477.6,8975.0,11369.85329653
2018-02-03 16:00:00,9215.0,9320.0,9448.9,9110.2,7031.1008466
2018-02-03 20:00:00,9320.0,9225.06926588,9499.0,9022.0,7107.7089348
2018-02-04 00:00:00,9223.9,9198.7,9233.0,8906.0,4538.64631899
2018-02-04 04:00:00,9198.7,9192.9,9410.0,9033.1,5393.54241593
2018-02-04 08:00:00,9190.9,8701.0,9234.9,8651.2,10404.14373584
2018-02-04 12:00:00,8701.0,8403.7,8899.0,8313.0,13287.69204262
2018-02-04 16:00:00,8403.7,8237.3,8585.2,8200.0,11758.5515286
2018-02-04 20:00:00,8237.2,8185.2,8450.0,7809.0,29034.62256613
2018-02-05 00:00:00,8185.2,8161.1,8359.9,7856.0,12016.22304575
2018-02-05 04:00:00,8161.1,7986.2,8380.0,7900.0,7944.66971865
2018-02-05 08:00:00,7986.2,7592.8,8067.34347844,7520.0,20806.13499909
2018-02-05 12:00:00,7589.2,7390.3,7808.62633374,7215.0,22841.23683549
2018-02-05 16:00:00,7391.2,6674.36243342,7510.0,6651.0,34310.37506889
2018-02-05 20:00:00,6674.36243342,6946.6,7469.0,6651.0,33373.16039249
2018-02-06 00:00:00,6948.6,6350.73060626,7160.8,6211.0,29888.41173456
2018-02-06 04:00:00,6352.9,6045.7,6700.0,6000.0,35406.01226688
2018-02-06 08:00:00,6045.7,6550.06394996,6950.0,6039.0,38183.24028592
2018-02-06 12:00:00,6550.06394996,7280.0,7420.0,6450.0,37412.80739511
2018-02-06 16:00:00,7280.0,7520.2,7585.0,6802.0,27250.03571484
2018-02-06 20:00:00,7520.3,7678.8,7880.0,7402.0,24627.00850105
2018-02-07 00:00:00,7677.2,7251.5,7787.1,7200.1,17860.1209135
2018-02-07 04:00:00,7251.5,7700.0,7742.5,7175.1,11634.11878005
2018-02-07 08:00:00,7700.0,8151.6,8244.0,7579.4,23583.26157738
2018-02-07 12:00:00,8151.7,8160.0,8488.9,8023.6,19591.5108146
2018-02-07 16:00:00,8159.9,8139.0,8429.0,7951.0,14266.82097964
2018-02-07 20:00:00,8139.0,7586.9,8279.0,7535.0,19763.12529546
2018-02-08 00:00:00,7585.0,7978.7,8140.0,7565.0,14197.48458487
2018-02-08 04:00:00,7978.5,8319.2,8339.0,7890.0,10555.7246611
2018-02-08 08:00:00,8319.1,8469.6,8619.4,8153.3,14165.83216671
2018-02-08 12:00:00,8469.5,8232.0,8648.9,8210.0,15255.47874924
2018-02-08 16:00:00,8236.8,8422.5,8490.0,8062.0,12329.99577767
2018-02-08 20:00:00,8422.4,8239.7,8443.0239928,8160.0,11111.62137794
2018-02-09 00:00:00,8239.8,8105.1,8239.8,7825.1,13010.10218067
2018-02-09 04:00:00,8106.4,8002.0,8111.0,7724.9,9008.57411796
2018-02-09 08:00:00,8002.0,8266.9,8375.0,7875.0,10787.89203201
2018-02-09 12:00:00,8270.0,8343.3,8500.0,8179.0,11088.43330409
2018-02-09 16:00:00,8343.3,8626.0,8750.0,8326.38548308,10753.6226554
2018-02-09 20:00:00,8628.8,8678.1,8739.1,8435.0,8389.57903754
2018-02-10 00:00:00,8679.1,8925.1,9021.0,8611.0,11482.65148356
2018-02-10 04:00:00,8925.0,8936.9,9074.9,8765.9,8477.89237554
2018-02-10 08:00:00,8930.2,8629.7,8935.8,8486.0,13094.72717004
2018-02-10 12:00:00,8634.8,8336.4,8795.8,8300.0,12471.10970413
2018-02-10 16:00:00,8336.4,8437.9,8466.0,8223.3,10865.70567169
2018-02-10 20:00:00,8437.9,8563.0,8587.9,8151.3,11753.6778429
2018-02-11 00:00:00,8563.0,8020.3,8570.0,8000.0,11797.21025816
2018-02-11 04:00:00,8020.2,7920.0,8162.8,7876.0,8775.40601471
2018-02-11 08:00:00,7919.0,8175.3,8213.0,7851.0,7955.81434815
2018-02-11 12:00:00,8174.3,8439.8,8477.0,8138.0,9279.06444333
2018-02-11 16:00:00,8439.9,8303.8,8496.0,8171.0,8146.91998118
2018-02-11 20:00:00,8304.8,8069.3,8359.0,8000.0,6272.16067581
2018-02-12 00:00:00,8070.7,8474.1,8580.0,8069.57681296,11285.41276154
2018-02-12 04:00:00,8480.64306517,8483.1,8580.0,8357.4,4367.75662889
2018-02-12 08:00:00,8486.0,8655.1,8860.0,8486.0,12045.46857171
2018-02-12 12:00:00,8654.3,8657.8,8793.0,8514.9,7294.48835975
2018-02-12 16:00:00,8657.8,8806.98749197,8817.2,8621.0,5640.53531889
2018-02-12 20:00:00,8805.4,8902.9,9000.0,8740.0,10752.88943083
2018-02-13 00:00:00,8902.8,8764.9,8952.9,8664.7,5247.58854645
2018-02-13 04:00:00,8761.5,8647.0,8770.0,8525.0,8130.51000812
2018-02-13 08:00:00,8611.4,8507.0,8647.96922162,8313.52192073,9514.37393569
2018-02-13 12:00:00,8507.1,8485.4,8672.0,8441.0,5812.26141715
2018-02-13 16:00:00,8485.3,8613.4,8670.1,8480.0,4848.12598912
2018-02-13 20:00:00,8613.3,8514.0,8737.0,8458.0,5958.01636244
2018-02-14 00:00:00,8511.6,8695.2,8734.0,8511.6,3879.32215019
2018-02-14 04:00:00,8695.1,8896.0,8918.0,8695.0,7209.15957156
2018-02-14 08:00:00,8895.9,8934.3,8950.0,8738.1,5927.65924294
2018-02-14 12:00:00,8934.2,9307.1,9307.1,8933.7,18962.57258696
2018-02-14 16:00:00,9306.4,9240.0,9365.0,9145.0,7524.25052723
2018-02-14 20:00:00,9240.6,9455.5,9489.0,9175.0,6852.24037859
2018-02-15 00:00:00,9452.8,9648.0,9713.5,9338.0,6691.05388806
2018-02-15 04:00:00,9645.0,9823.7,9834.1,9617.8,7200.52296505
2018-02-15 08:00:00,9824.0,9592.9,9946.0,9470.3,16489.36797937
2018-02-15 12:00:00,9592.9,9830.9,9875.1,9586.0,8504.82481923
2018-02-15 16:00:00,9833.0,10090.0,10176.0,9775.0,18386.55367365
2018-02-15 20:00:00,10083.0,9996.0,10130.0,9850.0,10287.121772210001
2018-02-16 00:00:00,9996.0,10081.0,10271.0,9975.0,8534.16474669
2018-02-16 04:00:00,10080.0,9750.0,10144.0,9750.0,7931.65945702
2018-02-16 08:00:00,9750.0,9803.5,10000.0,9670.0,10269.68507347
2018-02-16 12:00:00,9803.4,10038.0,10144.0,9760.48456908,7897.47077962
2018-02-16 16:00:00,10038.0,10033.0,10165.0,9875.1,4868.57925652
2018-02-16 20:00:00,10032.0,10162.0,10229.0,9941.0,4366.56089161
2018-02-17 00:00:00,10161.0,10487.0,10533.0,10049.0,9538.88180855
2018-02-17 04:00:00,10483.0,10720.0,10850.0,10462.0,11830.12889756
2018-02-17 08:00:00,10722.0,10691.0,10850.0,10600.0,8230.81478916
2018-02-17 12:00:00,10692.0,10726.0,10860.0,10522.29688454,8139.0904631
2018-02-17 16:00:00,10726.0,10709.0,10855.0,10654.0,5440.00711077
2018-02-17 20:00:00,10706.0,11062.0,11084.0,10656.0,9635.60761877
2018-02-18 00:00:00,11062.0,10811.0,11250.0,10750.0,14087.83971222
2018-02-18 04:00:00,10811.96517524,10569.0,10928.0,10350.0,14459.27649214
2018-02-18 08:00:00,10571.0,10568.0,10597.0,10122.0,13528.44492004
2018-02-18 12:00:00,10568.0,10632.0,10855.42162691,10384.0,10046.58194064
2018-02-18 16:00:00,10632.0,10843.0,10889.0,10425.0,10475.65580346
2018-02-18 20:00:00,10844.0,10400.0,10847.0,10327.0,7222.92540347
2018-02-19 00:00:00,10400.0,10530.0,10655.0,10308.0,6362.52565011
2018-02-19 04:00:00,10530.0,10827.0,10914.0,10389.0,6499.29580852
2018-02-19 08:00:00,10827.0,10930.0,11050.0,10720.0,9621.28439107
2018-02-19 12:00:00,10930.0,11170.0,11208.0,10845.00644162,8025.05054071
2018-02-19 16:00:00,11170.0,11130.0,11250.0,10900.0,11723.76040229
2018-02-19 20:00:00,11130.88047043,11172.0,11230.0,10950.0,8470.52267519
2018-02-20 00:00:00,11172.0,11428.0,11547.0,11156.0,13647.53418631
2018-02-20 04:00:00,11428.0,11534.0,11660.0,11375.0,5983.8631508
2018-02-20 08:00:00,11537.0,11410.0,11571.37890203,11125.0,10221.79044907
2018-02-20 12:00:00,11410.0,11504.0,11616.0,11380.0,6633.25555303
2018-02-20 16:00:00,11508.0,11662.0,11749.0,11480.0,8378.18923237
2018-02-20 20:00:00,11662.0,11211.0,11788.0,11100.0,16054.96647147
2018-02-21 00:00:00,11212.0,10924.0,11239.0,10850.0,21178.25792237
2018-02-21 04:00:00,10918.0,11099.0,11129.0,10680.0,10274.15077656
2018-02-21 08:00:00,11099.0,10938.0,11188.0,10852.21989557,8263.3489708
2018-02-21 12:00:00,10936.00393344,10557.0,11099.0,10400.0,15690.12003235
2018-02-21 16:00:00,10558.0,10393.0,10677.35018231,10320.0,11505.90873641
2018-02-21 20:00:00,10394.0,10451.0,10549.0,10200.0,10047.51563021
2018-02-22 00:00:00,10450.0,10725.0,10799.0,10300.0,7428.83451449
2018-02-22 04:00:00,10725.0,10604.0,10915.0,10537.0,7368.12845732
2018-02-22 08:00:00,10604.9367555,10258.0,10681.0,10050.0,13912.68716388
2018-02-22 12:00:00,10258.0,9998.0,10333.0,9750.0,23012.35277439
2018-02-22 16:00:00,9997.95313417,10039.0,10075.0,9740.0,11753.47933868
2018-02-22 20:00:00,10038.87728424,9826.5,10125.0,9800.0,7757.58044544
2018-02-23 00:00:00,9826.4,9805.4,9828.6,9583.1,16398.26623909
2018-02-23 04:00:00,9803.6,9884.0,9999.0,9690.0,7110.48073345
2018-02-23 08:00:00,9884.1,10191.0,10237.0,9841.0,10282.36172992
2018-02-23 12:00:00,10190.0,10301.88391502,10395.0,10100.0,9275.72587203
2018-02-23 16:00:00,10300.0,10027.0,10302.0,9975.0,8708.31815809
2018-02-23 20:00:00,10020.0,10144.0,10219.0,9864.6667585,7300.4419072
2018-02-24 00:00:00,10143.0,10398.0,10440.0,10108.0,7270.98937357
2018-02-24 04:00:00,10398.0,10100.0,10500.0,9505.0,12233.34436273
2018-02-24 08:00:00,10101.0,9713.7,10139.0,9605.0,11232.01000534
2018-02-24 12:00:00,9705.9,9731.0,9803.0,9514.4,9473.16487317
2018-02-24 16:00:00,9730.1,9575.0,9790.0,9510.0,6428.8580093
2018-02-24 20:00:00,9577.9,9666.3,9699.9,9350.3,9058.82743656
2018-02-25 00:00:00,9665.6,9556.0,9750.0,9468.0,3907.49252091
2018-02-25 04:00:00,9556.3,9737.6,9840.0,9518.8,4618.14403018
2018-02-25 08:00:00,9738.23766701,9651.0,9779.4,9520.0,4997.35551461
2018-02-25 12:00:00,9651.0,9398.9,9691.3,9287.1,7165.7636705
2018-02-25 16:00:00,9400.0,9458.4,9511.7,9280.4,5196.08832244
2018-02-25 20:00:00,9458.4,9583.0,9679.16036081,9433.2,4676.8014136
2018-02-26 00:00:00,9579.0,9601.4,9825.0,9518.2,5282.27764791
2018-02-26 04:00:00,9601.3,9456.0,9671.3,9385.9,3375.82598268
2018-02-26 08:00:00,9455.0,9730.8,9750.0,9359.9,5474.45183155
2018-02-26 12:00:00,9732.0,10259.0,10352.0,9650.0,16394.65408034
2018-02-26 16:00:00,10259.0,10238.0,10409.0,10101.0,8791.44139423
2018-02-26 20:00:00,10238.0,10320.0,10439.0,10141.0,6640.6006946200005
2018-02-27 00:00:00,10321.0,10275.0,10409.0,10125.0,4124.01687001
2018-02-27 04:00:00,10275.0,10618.0,10690.0,10224.0,6433.4282073
2018-02-27 08:00:00,10617.0,10706.0,10788.0,10602.0,8896.50578762
